Sort_Code,Survey Year,Year4,ID,GID_Compatible_ID,State Code,Type Code,Name,Hous & Com-Total Exp,Hous & Com-Total IG,Hous & Com-Direct Exp,Hous & Com-Cur Oper (E50),Hous & Com-Cap Outlay,Libraries-Total Expend,Libraries-Total IG Exp,Libraries-Direct Exp,Libraries-Current Oper (E52),Libraries-Cap Outlay,Total Nat Res-Tot Exp,Total Nat Res-Tot IG,Total Nat Res-Dir Exp,Total Nat Res-Cur Oper,Total Nat Res-Cap Out,Agriculture-Total Exp,Agriculture-Tot IG Exp,Agriculture-Direct Exp,Agriculture-Cur Oper (E54),Agriculture-Cap Outlay,Fish & Game-Total Exp,Fish & Game-Tot IG Exp,Fish & Game-Direct Exp,Fish & Game-Cur Oper (E55),Fish & Game-Cap Outlay,Forestry-Total Expend,Forestry-Total IG Exp,Forestry-Direct Expend,Forestry-Current Oper (E56),Forestry-Cap Outlay,Soil & Water Resources-Total Expend,Nat Res NEC-Total Exp,Nat Res NEC-Tot IG Exp,Nat Res NEC-Direct Exp,Nat Res NEC-Cur Oper (E59),Nat Res NEC-Cap Outlay,Parks & Rec-Total Exp,Parks & Rec-Tot IG Exp,Parks & Rec-Direct Exp,Parks & Rec-Cur Oper (E61),Parks & Rec-Cap Outlay,Police Prot-Total Exp,Police Prot-Tot IG Exp,Police Prot-Direct Exp,Police Prot-Cur Oper (E62),Police Prot-Cap Outlay,Prot Insp-Total Exp,Prot Insp-Total IG Exp,Prot Insp-Direct Exp,Prot Insp-Current Oper (E66),Prot Insp-Cap Outlay,Public Welf-Total Exp,Public Welf-Tot IG Exp,Public Welf-Direct Exp,Public Welf-Cur Oper,Public Welf-Cash Asst,Public Welf-Cap Outlay,Welf-Categ-Total Exp,Welf-Categ-Tot Exp-Old Age Assistance,Welf-Categ-Tot Exp-Aid to Dep Children,Welf-Categ-Tot Exp-Aid to Blind,Welf-Categ-Tot Exp-Aid to Disabled,Welf-Categ-Tot IG Exp,Welf-Categ-Tot IG Exp-Old Age Assistance,Welf-Categ-Tot IG Exp-Aid to Dep Children,Welf-Categ-Tot IG Exp-Aid to Blind,Welf-Categ-Tot IG Exp-Aid to Disabled,Welf-Categ-Cash Assist (E67),Welf-Categ-Cash Assist-Old Age Assistance,Welf-Categ-Cash Assist-Aid to Dep Children,Welf-Categ-Cash Assist-Aid to Blind,Welf-Categ-Cash Assist-Aid to Disabled,Welf-Categ-IG To Fed (S67),Welf-Cash-Total Exp,Welf-Cash-Tot IG Exp,Welf-Cash-Cash Assist (E68),Total Vendor Payments,Welf-Vend Pmts-Medical (E74),Welf-Vend Pmts-NEC (E75),Welf-State Share Medicare D-To Fed (E73),Welf-State Share Medicare D-To Fed (S74),Welf-Ins-Total Exp,Welf-Ins-Current Oper (E77),Welf-Ins-Cap Outlay,Welf-Public Assist NEC-Total Exp,Welf-Public Assist NEC-Total IG Exp,Welf-Public Assist NEC-Direct Exp,Welf-Administration,Welf-NEC-Total Expend,Welf-NEC-Total IG Exp,Welf-NEC-Direct Expend,Welf-NEC-Current Oper (E79),Welf-NEC-Cap Outlay,Sanitation-Tot Exp,Sanitation-Tot IG,Sanitation-Dir Exp,Sanitation-Cur Op,Sanitation-Cap Out,Sewerage-Total Expend,Sewerage-Total IG Exp,Sewerage-Direct Expend,Sewerage-Current Oper (E80),Sewerage-Cap Outlay,SW Mgmt-Total Expend,SW Mgmt-Tot IG Exp,SW Mgmt-Direct Expend,SW Mgmt-Current Oper (E81),SW Mgmt-Capital Outlay,Total Veterans Svs NEC,Veterans Bonus (E84),Vet Affairs-Total Exp,Vet Affairs-Cur Oper (E85),Vet Affairs-Cap Outlay,Water Trans-Total Exp,Water Trans-Tot IG,Water Trans-Other Than Cap Outlay,Water Trans-Direct Exp,Water Trans-Cur Oper (E87),Water Trans-Cap Outlay,Interest on Gen Debt (I89),Assist & Subsidies NEC,Defense-Total Exp,General NEC-Total Exp,General NEC-Tot IG Exp,General NEC-Direct Exp,General NEC-Cur Oper (E89),General NEC-Cap Outlay,General NEC-IG To Fed (S89),Liquor Stores-Tot Exp,Liquor Stores-Cur Oper (E90),Liquor Stores-Cap Out,Total Util-Total Exp,Total Util-Inter Exp,Total Util-Cur Oper,Total Util-Cap Outlay,Total Util-Construct,Total Util-Other Cap,Water Util-Total Exp,Water Util-Inter Exp (I91),Water Util-Cur Oper (E91),Water Util-Cap Outlay,Water Util-Construct (F91),Water Util-Other Cap (G91),Elec Util-Total Exp,Elec Util-Inter Exp (I92),Elec Util-Cur Oper (E92),Elec Util-Cap Outlay,Elec Util-Construct (F92),Elec Util-Other Cap (G92),Gas Util-Total Exp,Gas Util-Inter Exp (I93),Gas Util-Cur Oper (E93),Gas Util-Cap Outlay,Gas Util-Construct (F93),Gas Util-Other Cap (G93),Transit Util-Total Exp,Transit Util-Inter Exp (I94),Transit Util-Cur Oper (E94),Transit Util-Cap Outlay,Transit Util-Construct (F94),Transit Util-Other Cap (G94),Total Insurance Trust Expend,Emp Ret-Total Expend,Emp Ret-Benefit Paymts (X11),Emp Ret-Withdrawals (X12),Emp Ret-Other Paymts (X14),Unemp Comp-Total Exp,Unemp Comp-Ben Paymts (Y05),Unemp-Ext & Spec Pmts (Y06),Worker Comp-Total Exp,Worker Comp-Ben Paymts (Y14),Worker Comp-Other Pmts (Y15),Oth Ins Trust-Tot Exp,Oth Ins Trst-Ben Pmts (Y53),Oth Ins Trst-Oth Pmts (Y54)
11841.0,64,1964.0,04-2,04000000000000,4,2,AR STATE GOVT,0,0,0,0,0,413,0,0,0,0,14933,262,14671,13307,1364,8667,0,0,0,0,2838,0,0,0,0,2575,0,0,0,0,0,853,0,0,0,0,0,0,0,0,0,1958,0,1958,0,0,2111,0,0,0,0,62154,51,62103,16424,45623,56,45600,35071,5073,1372,4084,0,0,0,0,0,45600,35071,5073,1372,4084,0,23,0,23,12168,12168,0,0,0,0,0,0,0,0,0,0,4363,51,4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,72,0,0,0,0,0,0,0,0,3163,0,0,2793,526,2267,1866,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19255,6623,5073,1550,0,12629,12629,0,3,3,0,0,0,0
11842.0,64,1964.0,05-2,05000000000000,5,2,CA STATE GOVT,1170,0,1170,0,0,2146,0,0,0,0,256573,9692,246881,130031,116850,74520,0,0,0,0,12470,0,0,0,0,53135,0,0,0,0,0,116448,0,0,0,0,0,0,0,0,0,40917,0,40917,0,0,56352,0,0,0,0,716669,700702,15967,15730,0,237,558373,294352,201891,15264,46866,558373,294352,201891,15264,46866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4869,0,0,0,0,0,0,153427,142329,11098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4879,0,4879,0,0,6713,0,0,0,0,0,99419,0,0,105453,83694,21759,17153,4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955957,204996,159461,45535,0,492325,492325,0,56330,56330,13093,202306,202306,8666
11843.0,64,1964.0,06-2,06000000000000,6,2,CO STATE GOVT,0,0,0,0,0,265,0,0,0,0,15599,321,15278,12486,2792,7003,0,0,0,0,6479,0,0,0,0,431,0,0,0,0,0,1686,0,0,0,0,0,0,0,0,0,4951,0,4951,0,0,3394,0,0,0,0,86890,73269,13621,13504,0,117,66243,48953,12976,230,4084,66243,48953,12976,230,4084,0,0,0,0,0,0,0,0,0,10739,10739,0,0,0,1183,0,0,0,0,0,0,8725,7026,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,88,0,0,0,0,0,0,0,0,2786,0,0,5037,3131,1906,1716,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30375,7872,4811,3061,0,14351,14351,0,8152,8152,1133,0,0,0
11844.0,64,1964.0,07-2,07000000000000,7,2,CT STATE GOVT,6438,6438,0,0,0,180,0,0,0,0,12749,0,12749,8218,4531,5703,0,0,0,0,1215,0,0,0,0,3962,0,0,0,0,0,1869,0,0,0,0,0,0,0,0,0,5824,0,5824,0,0,4720,0,0,0,0,77685,3620,74065,39364,34483,218,33302,5283,25025,220,2774,0,0,0,0,0,33302,5283,25025,220,2774,0,1181,0,1181,22513,22369,144,0,0,2899,0,0,0,0,0,0,17790,3620,14170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,561,0,0,0,0,0,31668,0,0,10273,117,10156,9784,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65353,17814,14808,3006,0,47522,47522,0,17,17,0,0,0,0
11845.0,64,1964.0,08-2,08000000000000,8,2,DE STATE GOVT,0,0,0,0,0,113,0,0,0,0,2698,0,2698,2336,362,1564,0,0,0,0,552,0,0,0,0,287,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,2023,0,2023,0,0,641,0,0,0,0,11466,1466,10000,4071,5785,144,4730,692,3396,283,359,0,0,0,0,0,4730,692,3396,283,359,0,1055,0,1055,195,195,0,0,0,1754,0,0,0,0,0,0,3732,1466,2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,6896,0,0,6475,819,5656,5512,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8136,376,376,0,0,7760,7760,0,0,0,0,0,0,0
11846.0,64,1964.0,10-2,10000000000000,10,2,FL STATE GOVT,0,0,0,0,0,253,0,0,0,0,44906,150,44756,38368,6388,27671,0,0,0,0,4060,0,0,0,0,7954,0,0,0,0,0,5221,0,0,0,0,0,0,0,0,0,8833,0,8833,0,0,9669,0,0,0,0,102819,0,102819,29393,73190,236,73091,41655,19374,1822,10240,0,0,0,0,0,73091,41655,19374,1822,10240,0,99,0,99,20559,20559,0,0,0,0,0,0,0,0,0,0,9070,0,9070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,314,0,0,31,0,0,0,0,0,20719,0,0,19378,11082,8296,6197,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51900,25908,16231,9677,0,25697,25697,0,295,295,35,0,0,0
11847.0,64,1964.0,11-2,11000000000000,11,2,GA STATE GOVT,0,0,0,0,0,576,0,0,0,0,31414,0,31414,26474,4940,18035,0,0,0,0,2397,0,0,0,0,10168,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,4890,0,4890,0,0,3151,0,0,0,0,106882,5537,101345,13136,88128,81,88003,52755,16551,2098,16599,0,0,0,0,0,88003,52755,16551,2098,16599,0,125,0,125,10023,10023,0,0,0,34,0,0,0,0,0,0,8697,5537,3160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,0,733,0,0,4043,0,0,0,0,0,16895,0,0,4851,248,4603,4015,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33965,12662,9142,3520,0,21303,21303,0,0,0,0,0,0,0
11848.0,64,1964.0,12-2,12000000000000,12,2,HI STATE GOVT,9485,126,9359,0,0,2455,0,0,0,0,10064,47,10017,6393,3624,4484,0,0,0,0,473,0,0,0,0,1528,0,0,0,0,0,3579,0,0,0,0,0,0,0,0,0,34,0,34,0,0,1317,0,0,0,0,14754,0,14754,7206,7536,12,6678,750,4988,72,868,0,0,0,0,0,6678,750,4988,72,868,0,858,0,858,4505,4505,0,0,0,0,0,0,0,0,0,0,2713,0,2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7807,0,0,0,0,0,7751,0,0,35109,201,34908,28449,6459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16679,7551,4650,2901,0,9128,9128,0,0,0,0,0,0,0
11849.0,64,1964.0,13-2,13000000000000,13,2,ID STATE GOVT,0,0,0,0,0,130,0,0,0,0,11510,0,11510,10322,1188,5519,0,0,0,0,3627,0,0,0,0,2158,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,1550,0,1550,0,0,1937,0,0,0,0,14843,0,14843,5145,9686,12,9626,3343,4705,111,1467,0,0,0,0,0,9626,3343,4705,111,1467,0,60,0,60,3815,3815,0,0,0,84,0,0,0,0,0,0,1258,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,0,0,0,0,0,0,0,297,0,0,2089,42,2047,1999,48,0,10492,10492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12382,2224,1080,1144,0,8750,8750,0,1408,1408,290,0,0,0
11850.0,64,1964.0,14-2,14000000000000,14,2,IL STATE GOVT,694,0,694,0,0,1358,0,0,0,0,35796,564,35232,29809,5423,22639,0,0,0,0,4500,0,0,0,0,3124,0,0,0,0,0,5533,0,0,0,0,0,0,0,0,0,12323,0,12323,0,0,17669,0,0,0,0,294060,57532,236528,69250,165092,2186,165092,30182,111737,1913,21260,0,0,0,0,0,165092,30182,111737,1913,21260,0,0,0,0,48838,48509,329,0,0,5252,0,0,0,0,0,0,74878,57532,17346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,75,1144,0,0,1886,0,0,0,0,0,34256,0,0,9725,360,9365,8200,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187621,59470,47577,11893,0,128064,128064,0,87,87,0,0,0,0
11851.0,64,1964.0,15-2,15000000000000,15,2,IN STATE GOVT,0,0,0,0,0,616,0,0,0,0,21212,20,21192,16235,4957,11308,0,0,0,0,2699,0,0,0,0,2662,0,0,0,0,0,4543,0,0,0,0,0,0,0,0,0,7793,0,7793,0,0,3813,0,0,0,0,42928,37741,5187,3231,1655,301,38000,19973,15497,1654,876,36346,19973,15497,0,876,1654,0,0,1654,0,0,1,0,1,492,492,0,0,0,2179,0,0,0,0,0,0,2256,1395,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2,73,0,0,280,0,0,0,0,0,16733,0,0,14681,195,14486,14253,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60730,23584,20947,2637,0,37121,37121,0,25,25,0,0,0,0
11852.0,64,1964.0,16-2,16000000000000,16,2,IA STATE GOVT,0,0,0,0,0,261,0,0,0,0,16554,511,16043,13028,3015,9865,0,0,0,0,1993,0,0,0,0,2607,0,0,0,0,0,2089,0,0,0,0,0,0,0,0,0,5904,0,5904,0,0,3246,0,0,0,0,61661,848,60813,23858,36647,308,36519,19185,15006,1312,1016,0,0,0,0,0,36519,19185,15006,1312,1016,0,128,0,128,15350,14904,446,0,0,2934,0,0,0,0,0,0,6730,848,5882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,83,17,0,0,0,0,0,0,0,0,1717,0,0,4041,239,3802,3639,163,0,39178,39126,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20485,9736,4771,4965,0,10749,10749,0,0,0,0,0,0,0
11853.0,64,1964.0,17-2,17000000000000,17,2,KS STATE GOVT,0,0,0,0,0,277,0,0,0,0,15071,0,15071,14206,865,11803,0,0,0,0,1705,0,0,0,0,430,0,0,0,0,0,1133,0,0,0,0,0,0,0,0,0,2481,0,2481,0,0,3017,0,0,0,0,48170,43817,4353,4328,0,25,39199,21678,12458,487,4576,39199,21678,12458,487,4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,0,0,0,0,8184,4618,3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,402,0,0,0,0,0,0,0,0,7036,0,0,5331,412,4919,4759,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21462,5029,3657,1372,0,16415,16415,0,18,18,0,0,0,0
11854.0,64,1964.0,18-2,18000000000000,18,2,KY STATE GOVT,0,0,0,0,0,847,0,0,0,0,22757,75,22682,18085,4597,9069,0,0,0,0,2110,0,0,0,0,10285,0,0,0,0,0,1293,0,0,0,0,0,0,0,0,0,6210,200,6010,0,0,4743,0,0,0,0,85043,0,85043,19843,64907,293,64907,34100,21813,1846,7148,0,0,0,0,0,64907,34100,21813,1846,7148,0,0,0,0,11727,11724,3,0,0,704,0,0,0,0,0,0,7705,0,7705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,156,0,0,0,0,0,0,0,0,24859,0,0,9162,1867,7295,6183,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35259,7559,5529,2030,0,26065,26065,0,1635,1635,48,0,0,0
11855.0,64,1964.0,19-2,19000000000000,19,2,LA STATE GOVT,0,0,0,0,0,459,0,0,0,0,27891,0,27891,22517,5374,12877,0,0,0,0,7590,0,0,0,0,3637,0,0,0,0,0,3787,0,0,0,0,0,0,0,0,0,6642,0,6642,0,0,5873,0,0,0,0,195301,0,195301,40260,154763,278,149716,106591,27567,2750,12808,0,0,0,0,0,149716,106591,27567,2750,12808,0,5047,0,5047,22010,22010,0,0,0,0,0,0,0,0,0,0,18528,0,18528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,543,0,0,20908,0,0,0,0,0,18099,0,0,31280,23917,7363,7091,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43417,16499,13090,3409,0,26918,26918,0,0,0,0,0,0,0
11856.0,64,1964.0,20-2,20000000000000,20,2,ME STATE GOVT,222,0,222,0,0,261,0,0,0,0,10904,32,10872,10225,647,5088,0,0,0,0,3293,0,0,0,0,2459,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,2418,0,2418,0,0,1743,0,0,0,0,27896,820,27076,10718,16327,31,15979,6955,6744,327,1953,0,0,0,0,0,15979,6955,6744,327,1953,0,348,0,348,6633,6366,267,0,0,124,0,0,0,0,0,0,4812,820,3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,4892,0,0,4214,1208,3006,2923,83,0,20773,20773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17084,7032,5991,1041,0,10052,10052,0,0,0,0,0,0,0
11857.0,64,1964.0,21-2,21000000000000,21,2,MD STATE GOVT,0,0,0,0,0,1387,0,0,0,0,12165,0,12165,11001,1164,4970,0,0,0,0,4170,0,0,0,0,2764,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,7462,0,7462,0,0,4872,0,0,0,0,51516,50848,668,638,30,0,38781,6533,26702,284,5262,38781,6533,26702,284,5262,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,12705,12067,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,5603,0,0,0,0,0,21943,0,0,13007,5637,7370,6631,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52758,13429,7730,5699,0,36317,36317,0,3012,3012,543,0,0,0
11858.0,64,1964.0,22-2,22000000000000,22,2,MA STATE GOVT,6668,5911,757,0,0,757,0,0,0,0,14829,22,14807,9325,5482,4322,0,0,0,0,1903,0,0,0,0,7559,0,0,0,0,0,1045,0,0,0,0,0,0,0,0,0,6900,0,6900,0,0,10645,0,0,0,0,180299,160103,20196,16538,3334,324,111969,55684,39225,3205,13855,108764,55684,39225,0,13855,3205,0,0,3205,0,0,129,0,129,626,626,0,0,0,5275,0,0,0,0,0,0,62300,51339,10961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,36,566,0,0,8476,0,0,0,0,0,48536,0,0,75092,25205,49887,27131,22756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180992,42327,37188,5139,0,138535,138535,0,130,130,0,0,0,0
11859.0,64,1964.0,23-2,23000000000000,23,2,MI STATE GOVT,0,0,0,0,0,1334,0,0,0,0,33985,193,33792,30191,3601,15908,0,0,0,0,6652,0,0,0,0,9280,0,0,0,0,0,2145,0,0,0,0,0,0,0,0,0,12905,0,12905,0,0,9164,0,0,0,0,169373,55606,113767,14699,98694,374,98041,35790,55169,1342,5740,0,0,0,0,0,98041,35790,55169,1342,5740,0,653,0,653,145,0,145,0,0,1979,0,0,0,0,0,0,68555,55606,12949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,2,733,0,0,1247,0,0,0,0,0,32237,0,0,36627,8452,28175,26134,2041,0,146465,146441,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121306,34181,27519,6662,0,81581,81581,0,5544,5544,1318,0,0,0
11860.0,64,1964.0,24-2,24000000000000,24,2,MN STATE GOVT,288,0,288,0,0,265,0,0,0,0,28624,219,28405,26215,2190,16682,0,0,0,0,5078,0,0,0,0,5419,0,0,0,0,0,1445,0,0,0,0,0,0,0,0,0,5114,0,5114,0,0,6757,0,0,0,0,71608,66150,5458,4935,468,55,64242,42187,19646,468,1941,63774,42187,19646,0,1941,468,0,0,468,0,0,0,0,0,1223,588,635,0,0,838,0,0,0,0,0,0,5305,2376,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,266,0,0,50,0,0,0,0,0,7847,0,0,7336,2433,4903,4710,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57473,18772,13249,5523,0,38629,38629,0,72,72,11,0,0,0
11861.0,64,1964.0,25-2,25000000000000,25,2,MS STATE GOVT,0,0,0,0,0,287,0,0,0,0,15545,44,15501,14646,855,9761,0,0,0,0,1919,0,0,0,0,3518,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,4228,0,4228,0,0,3034,0,0,0,0,64214,0,64214,11117,52964,133,52944,33455,9389,1564,8536,0,0,0,0,0,52944,33455,9389,1564,8536,0,20,0,20,1601,1601,0,0,0,0,0,0,0,0,0,0,9649,0,9649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,164,0,0,2291,0,0,0,0,0,6723,0,0,4316,1196,3120,2706,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16631,3989,2833,1156,0,12633,12633,0,9,9,0,0,0,0
11862.0,64,1964.0,26-2,26000000000000,26,2,MO STATE GOVT,0,0,0,0,0,717,0,0,0,0,20402,0,20402,18189,2213,11874,0,0,0,0,2526,0,0,0,0,3236,0,0,0,0,0,2766,0,0,0,0,0,0,0,0,0,6728,0,6728,0,0,4535,0,0,0,0,153856,0,153856,24404,129430,22,122106,76574,29761,4059,11712,0,0,0,0,0,122106,76574,29761,4059,11712,0,7324,0,7324,12982,12982,0,0,0,347,0,0,0,0,0,0,11097,0,11097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,330,0,0,0,0,0,0,0,0,3167,0,0,5961,427,5534,5278,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48093,9088,5921,3167,0,38910,38910,0,95,95,0,0,0,0
11863.0,64,1964.0,27-2,27000000000000,27,2,MT STATE GOVT,0,0,0,0,0,124,0,0,0,0,8715,0,8715,8327,388,4731,0,0,0,0,2561,0,0,0,0,799,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,1670,0,1670,0,0,946,0,0,0,0,12135,248,11887,2436,9419,32,8808,4521,2889,244,1154,0,0,0,0,0,8808,4521,2889,244,1154,0,611,0,611,69,69,0,0,0,711,0,0,0,0,0,0,1936,248,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,168,0,0,0,0,0,0,0,0,1671,0,0,3519,1892,1627,1558,69,0,14395,14395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17239,6261,4406,1855,0,7360,7360,0,3618,3618,468,0,0,0
11864.0,64,1964.0,28-2,28000000000000,28,2,NE STATE GOVT,0,0,0,0,0,175,0,0,0,0,12874,132,12742,11476,1266,9225,0,0,0,0,2108,0,0,0,0,829,0,0,0,0,0,712,0,0,0,0,0,0,0,0,0,2059,0,2059,0,0,2340,0,0,0,0,24200,21514,2686,2015,468,203,20654,12118,5388,765,2383,20654,12118,5388,765,2383,0,0,0,0,0,0,468,0,468,0,0,0,0,0,1135,0,0,0,0,0,0,1943,860,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,72,0,0,0,0,0,0,0,0,986,0,0,2615,764,1851,1773,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11342,2127,1397,730,0,9201,9201,0,14,14,0,0,0,0
11865.0,64,1964.0,29-2,29000000000000,29,2,NV STATE GOVT,0,0,0,0,0,238,0,0,0,0,5231,4,5227,4875,352,2658,0,0,0,0,1348,0,0,0,0,601,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,754,0,754,0,0,1696,0,0,0,0,6987,0,6987,2681,4239,67,4239,2064,1949,226,0,0,0,0,0,0,4239,2064,1949,226,0,0,0,0,0,872,872,0,0,0,223,0,0,0,0,0,0,1653,0,1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,110,0,0,1496,106,1390,1349,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18678,3181,1878,1303,0,9103,9103,0,6394,6394,994,0,0,0
11866.0,64,1964.0,30-2,30000000000000,30,2,NH STATE GOVT,0,0,0,0,0,307,0,0,0,0,6939,0,6939,4449,2490,1659,0,0,0,0,1194,0,0,0,0,3890,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,1285,0,1285,0,0,1280,0,0,0,0,10551,31,10520,3774,6738,8,6738,4223,1751,263,501,0,0,0,0,0,6738,4223,1751,263,501,0,0,0,0,2630,2630,0,0,0,121,0,0,0,0,0,0,1062,31,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,52,0,0,306,0,0,0,0,0,2550,0,0,3164,165,2999,2671,328,0,28043,28001,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10530,2738,2021,717,0,7792,7792,0,0,0,0,0,0,0
